Level,Attachments (Image),Manufacturer (Image),Pending Changes (Image),Has Been Redlined (Image),Thumbnail,Sequence,Item Number,Item Description,Item Rev,Qty,Min Qty,Max Qty,Optional,Mut Excl,Ref Des,Item Footprint,BOM Notes,For Documentation,Child Action,Technology,Item Lifecycle,Subclass,BOM Description,REACH Compliance,RoHS Compliance,Encryption,REACH Up To Date,Moisture Sensitivity Level (MSL),Special Assembly Instructions,Single Source,Item P2 Notes,Operation Temperature,Manufacture Part Has Redline,Mfr. Name,Mfr Full Name,Mfr Priority Suffix,Mfr. Lifecycle Phase,Conflict Minerals Status,Mfr. Part Number,Mfr. Part Lifecycle Phase,Packaging Type,Preferred Status,Country of Origin (MP),Last Time Buy,Last Time Ship,Weight (Gram),REACH Up To Date,REACH Compliance,RoHS Compliance,Reference Notes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-072K8L,Active,T&R 10K,,Taiwan,,,0.000597,15/01/2018 00:00:00 IST,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000161,RES-301R-0402-1%-1/16W,MCO003860,1,,,,,R289,R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,,,-55°C to 125°C,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-07301RL,Active,,,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW0402301RFKED‎‏,Active,,,Israel,,,0.000609,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,PANASONIC,Panasonic Industrial Company,,Approved,Yes by Product,ERJ-2RKF3010X,Active,T&R 10K,,China,,,0.000631,07/07/2017 00:00:00 IDT,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC1005F3010CS‎‏,Active,,,,,,0.0005,,18.SVHC_211_19Jan2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,WALSIN,Walsin Technology Corporation,,Approved,Yes by Product,WR04X3010FTL,Active,T&R 10K,,China,,,0.00058,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VENKEL,VENKEL LTD,,Approved,Yes by Manuf.,CR0402-16W-3010FT,Active,T&R,,Taiwan,,,0.000624,,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPF3010,Active,T&R 10K,,Thailand,,,0.0007,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,KOA,KOA Speer Electronics,,Approved,Yes by Manuf.,RK73H1ETTP3010F,Active,T&R,,Japan;Malaysia;China,,,0.0007,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000168,RES-12K-0402-1%-1/16W,MCO003860,1,,,,,R778,R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,,,-55°C to 125°C,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-0712KL,Active,,,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC1005F123CS‎‏,Active,T&R,,,,,0.000544,,18.SVHC_211_19Jan2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW040212K0FKED‎‏,Active,,,Israel,,,0.000609,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPF1202,Active,T&R 10K,,Thailand,,,0.0007,20/06/2016 00:00:00 IDT,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,PANASONIC,Panasonic Industrial Company,,Approved,Yes by Product,ERJ-2RKF1202X,Active,T&R,,China,,,0.000631,07/07/2017 00:00:00 IDT,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VENKEL,VENKEL LTD,,Approved,Yes by Manuf.,CR0402-16W-1202FT,Active,T&R,,Taiwan,,,0.000624,15/01/2018 00:00:00 IST,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,KOA,KOA Speer Electronics,,Approved,Yes by Manuf.,RK73H1ETTP1202F,Active,T&R,,Japan;Malaysia;China,,,0.0007,15/01/2018 00:00:00 IST,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000175,RES-1R0-0805-5%-1/8W,MCO006862,2,,,,,"R161,R197",R0805,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,,,-55°C to 125°C,FALSE,ASJ,ASJ Pte Ltd,,Disqualified,Unknown,CR21-1R00-FL,Inactive,T&R 5K,Inactive,,,,0,,13. SVHC_191_27Jun2018,RoHS2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC2012J1R0CS,Active,T&R,,,,,0.0049,15/01/2018 00:00:00 IST,18.SVHC_211_19Jan2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW08051R00JNEA,Active,T&R,,Israel,,,0.004295,15/01/2018 00:00:00 IST,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,PANASONIC,Panasonic Industrial Company,,Approved,Yes by Product,ERJ-6GEYJ1R0V,Active,T&R,,China,,,0.004813,07/07/2017 00:00:00 IDT,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VENKEL,VENKEL LTD,,Approved,Yes by Manuf.,CR0805-8W-1R0JT,Active,T&R,,Taiwan,,,0.004847,15/01/2018 00:00:00 IST,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR10EZPJ1R0,Active,T&R,,Thailand,,,0.00503,07/07/2017 00:00:00 IDT,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0805JR-071RL,Active,T&R,,Taiwan,,,0.004798,15/01/2018 00:00:00 IST,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,KOA,KOA Speer Electronics,,Approved,Yes by Manuf.,RK73B2ATTD1R0J,Active,T&R,,Japan;Malaysia;China,,,0.00454,15/01/2018 00:00:00 IST,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000193,RES-9K53-0402-1%-1/16W,MCO004185,1,,,,,R768,R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,,1120-0172,-55°C to 125°C,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-079K53L‎‏,Active,T&R 10K,,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW04029K53FKED‎‏,Active,T&R 10K,,Israel,,,0.000609,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VENKEL,VENKEL LTD,,Approved,Yes by Manuf.,CR0402-16W-9531FT,Active,T&R 10K,,Taiwan,,,0.000624,15/01/2018 00:00:00 IST,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,KOA,KOA Speer Electronics,,Approved,Yes by Manuf.,RK73H1ETTP9531F,Active,T&R 10K,,Japan;Malaysia;China,,,0.0007,15/01/2018 00:00:00 IST,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,PANASONIC,Panasonic Industrial Company,,Approved,Yes by Product,ERJ-2RKF9531X,Active,T&R 10K,,China,,,0.000631,07/07/2017 00:00:00 IDT,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC1005F9531CS,Active,T&R 10K,,,,,0.0005,,18.SVHC_211_19Jan2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPF9531,Active,T&R 10K,,Thailand,,,0.0007,20/06/2016 00:00:00 IDT,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000215,RES-71R5-0402-1%-1/16W,SPR000642,1,,,,,R1055,R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 155°C,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-0771R5L,Active,T&R 10K,,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC1005F71R5CS,Active,T&R 10K,,,,,0.0005,,18.SVHC_211_19Jan2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW040271R5FKED,Active,T&R 10K,,Israel,,,0.000609,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000237,RES-40K2-0402-0.1%-1/16W-25ppm,MCO006575,2,,,,,"R752,R757",R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,Y,,-55°C to 125°C,FALSE,Fenghua,Guangdong Fenghua Adv Technology,,Approved,Not Conflict Free,TC02G4022BT,Active,T&R 10K,Preferred,China,,,0.00052,,22.SVHC_233_17Jan2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,PANASONIC,Panasonic Industrial Company,,Approved,Yes by Product,ERA-2AEB4022X,Active,T&R 10K,Preferred,Japan,,,0.000581,26/03/2018 00:00:00 IDT,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000240,RES-150K-0402-0.1%-1/16W-25ppm,MCO006575,2,,,,,"R1051,R1052",R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,Y,,-55°C to 125°C,FALSE,TE,Tyco Electronics ltd,,Approved,Yes by Product,3-1879216-2,Active,Tape and reel,Preferred,Taiwan,,,0.000542,20/06/2016 00:00:00 IDT,22.SVHC_233_17Jan2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TE,Tyco Electronics ltd,,Approved,Yes by Product,CPF0402B150KE,Active,T&R 10K,Preferred,Taiwan,,,0.000542,,19.SVHC_219_08Jul2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TE,Tyco Electronics ltd,,Approved,Yes by Product,CPF0402B150KE1,Active,T&R 1K,Preferred,Taiwan,,,0.000542,20/06/2016 00:00:00 IDT,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Fenghua,Guangdong Fenghua Adv Technology,,Approved,Not Conflict Free,TC02G1503BT,Active,T&R 10K,Preferred,China,,,0.00052,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000257,RES-91K0-0402-0.1%-1/16W-25ppm,MCO006575,1,,,,,R443,R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,,,-55°C to 125°C,FALSE,Fenghua,Guangdong Fenghua Adv Technology,,Approved,Not Conflict Free,TC02G9102BT,Active,T&R 10K,Preferred,China,,,0.00052,,22.SVHC_233_17Jan2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CRT0402-BY-9102GLF,Active,T&R,Preferred,Taiwan,,,0.00054,17/12/2015 00:00:00 IST,17.SVHC_209_25Jun20,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,TNPW040291K0BEED,Active,T&R 10K,Preferred,Germany,,,0.00056,17/12/2015 00:00:00 IST,17.SVHC_209_25Jun20,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,WALSIN,Walsin Technology Corporation,,Approved,Yes by Product,WF04U9102BTL,Active,T&R 10K,Preferred,China,,,0.000578,15/06/2015 00:00:00 IDT,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RT0402BRD0791KL,Active,T&R 10K,Preferred,Taiwan,,,0.000564,20/06/2016 00:00:00 IDT,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,SUSUMU,"SUSUMU CO.,LTD",,Approved,Yes by Manuf.,RG1005P-913-B-T5,Active,T&R,Preferred,Japan;China,,,0.00061,20/06/2016 00:00:00 IDT,22.SVHC_233_17Jan2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000262,RES-3K32-0402-1%-1/16W,MCO003528,3,,,,,"R114,R1038,R1039",R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 125°C,FALSE,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW04023K32FKED‎‏,Active,,,Israel,,,0.000609,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-3321GLF,Active,,,Taiwan,,,0.000514,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC1005F3321CS‎‏,Active,,,,,,0.0005,17/12/2015 00:00:00 IST,18.SVHC_211_19Jan2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-073K32L,Active,,,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000281,RES-4K64-0402-1%-1/16W-50ppm,MCO004232,4,,,,,"R996,R997,R998,R1000",R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,,1120-0017,-55°C to 125°C,FALSE,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPF4641,Active,T&R 10K,,Thailand,,,0.0007,20/06/2016 00:00:00 IDT,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,KOA,KOA Speer Electronics,,Approved,Yes by Manuf.,RK73H1ETTP4641F,Active,T&R 10K,,Japan;Malaysia;China,,,0.0007,15/01/2018 00:00:00 IST,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,PANASONIC,Panasonic Industrial Company,,Approved,Yes by Product,ERJ-2RKF4641X,Active,T&R 10K,,China,,,0.000631,07/07/2017 00:00:00 IDT,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,AR02BTC4641,Active,T&R 10K,,Taiwan,,,0.00054,,19.SVHC_219_08Jul2021,,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000366,RES-402K-0402-0.1%-1/16W-50ppm,MCO006574,1,,,,,R745,R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 155°C,FALSE,STACKPOLE,Stackpole Electronics Inc,,Approved,Yes by Manuf.,RNCF0402BTE402K,Active,T&R 10K,Preferred,Taiwan,,,0.000542,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,STACKPOLE,Stackpole Electronics Inc,,Approved,Yes by Manuf.,RNCF0402BTC402K,Active,T&R 10K,Preferred,Taiwan,,,0.000542,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Fenghua,Guangdong Fenghua Adv Technology,,Approved,Not Conflict Free,TC02H4023BT,Active,T&R 10K,Preferred,China,,,0.00052,,22.SVHC_233_17Jan2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,AR02BTC4023,Active,T&R 10K,Preferred,Taiwan,,,0.00054,,19.SVHC_219_08Jul2021,,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000381,RES-45K3-0402-0.1%-1/16W-50ppm,MCO006574,1,,,,,R777,R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 155°C,FALSE,PANASONIC,Panasonic Industrial Company,,Approved,Yes by Product,ERA-2AEB4532X,Active,T&R 10K,Preferred,Japan,,,0.000581,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,AR02BTC4532,Active,T&R 10K,Preferred,Taiwan,,,0.00054,,19.SVHC_219_08Jul2021,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RT0402BRE0745K3L,Active,T&R 10K,Preferred,Taiwan,,,0.000564,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,MCS04020D4532BE100,Active,T&R 1K,Preferred,Israel,,,0.000562,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,STACKPOLE,Stackpole Electronics Inc,,Approved,Yes by Manuf.,RNCF0402BTC45K3,Active,T&R 10K,Preferred,Taiwan,,,0.000542,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,TNPW040245K3BETD,Active,T&R 10K,Preferred,Germany,,,0.00056,,17.SVHC_209_25Jun20,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Fenghua,Guangdong Fenghua Adv Technology,,Approved,Not Conflict Free,TC02H4532BT,Active,T&R 10K,Preferred,China,,,0.00052,,22.SVHC_233_17Jan2023,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000425,RES-348K-0402-1%-1/16W,SPR001675,1,,,,,R744,R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 125°C,FALSE,KOA,KOA Speer Electronics,,Approved,Yes by Manuf.,RK73H1ETTP3483F,Active,T&R 10K,,Japan;Malaysia;China,,,0.0007,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPF3483,Active,T&R 10K,,Thailand,,,0.0007,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,PANASONIC,Panasonic Industrial Company,,Approved,Yes by Product,ERJ-2RKF3483X,Active,T&R 10K,,China,,,0.000631,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW0402348KFKED,Active,T&R 10K,,Israel,,,0.000609,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000435,RES-562K-0402-1%-1/16W-100PPM,MCO007556,8,,,,,"R132,R135,R137,R144,R150,R156,R159,R162",R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,NO,,,FALSE,STACKPOLE,Stackpole Electronics Inc,,Approved,Yes by Manuf.,RMCF0402FT562K,Active,T&R 10K,,Taiwan,,,0.000556,,22.SVHC_233_17Jan2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-07562KL,Active,T&R 10K,,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC1005F5623CS,Active,T&R 10K,,,,,0.000544,,18.SVHC_211_19Jan2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-5623GLF,Active,T&R 10K,,Taiwan,,,0.000514,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW0402562KFKEDC,Active,T&R 10K,,Israel,,,0.000615,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000459,RES-100K-0402-1%-1/16W-AEC,SPR001630,2,,,,,"R1157,R1158",R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 155°C,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,AC0402FR-07100KL,Active,T&R 10K,,Taiwan,,,0.000595,,23.SVHC_235_14Jun2023,,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000482,RES-6K04-0402-1%-1/16W-AEC,SPR001632,11,,,,,"R1003,R1007,R1043,R1053,R1117,R1118,R1119,R1120,R1121,R1122,R1123",R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 155°C,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,AC0402FR-076K04L,Active,T&R 10K,,Taiwan,,,0.000595,,23.SVHC_235_14Jun2023,,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000516,RES-60K4-0402-1%-1/16W,SPR001824,2,,,,,"R772,R780",R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 125°C,FALSE,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-6042GLF,Active,T&R 10K,,Taiwan,,,0,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-0760K4L,Active,T/R 10K,,Taiwan,,,0,,23.SVHC_235_14Jun2023,RoHS2 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,RALEC,RALEC INC,,Approved,Yes by Product,RTT026042FTH,Active,T&R 10K,,,,,0.000573,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,WALSIN,Walsin Technology Corporation,,Approved,Yes by Product,WR04X6042FTL,Active,T&R 10K,,China,,,0,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ERS000533,RES-2K-0402-0.1%-1/16W-25ppm,MCO006575,1,,,,,R17,R0402,,,Issue,SMT,Pilot,Resistor,,,,No,,‎1 – Unlimited,,,,-55°C to 125°C,FALSE,Fenghua,Guangdong Fenghua Adv Technology,,Approved,Not Conflict Free,TC02G2001BT,Active,T&R 10K,Preferred,China,,,0.00052,,22.SVHC_233_17Jan2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RT0402BRD072KL,Active,T&R 10K,Preferred,Taiwan,,,0.000564,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,PANASONIC,Panasonic Industrial Company,,Approved,Yes by Product,ERA-2AEB202X,Active,T&R 10K,Preferred,Japan,,,0.000581,,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
